added_by,artist,award,banner,description,downloads,host,listens,official,rating_count,rating_score,release_date,title,tracks,views
ottawahursty,Wiz Khalifa,Silver,,"Another best of mixtape for one of the best rappers in the game right now. The pride of Pittsburgh, Wiz Khalifa. 

Check out the new mixtape Burn After Rolling and his Album ""Deal Or No Deal"" when it drops later in November.",73372,DJAH,232126,0,313,96,10/17/2009,"Best Of, So Far: Wiz Khalifa",30,729283
OfficialStylesP,Styles P,Silver,,,73472,Supa Mario,252292,1,461,96,03/20/2006,The Ghost in the machine,22,522787
OfficialSpitta,"Curren$y, Corner Boy P & T.Y.",Silver,exclusive,"New EP from the JET LIFE crew. 6 new tracks featuring Spitta, Corner Boy P & T.Y. Download or Stream now exclusively on DatPiff!",73554,JET LIFE,317908,1,1256,87,01/13/2017,The Jetlanta EP,6,659143
LilBtheBasedGod,"Lil B ""The BasedGod""",Silver,exclusive,"THIS VERY VERY RARE CLASSIC MIXTAPE FROM LIL B
COLLECT THIS!!! TRUE FANS OF HIP HOP!!!!!!",73577,"""The BasedGod""",144084,1,674,73,05/16/2011,Bitch Mob Respect Da Bitch Vol.1,24,378657
flybeats09,Young Buck,Silver,exclusive,"NO DJ version available here:
https://itunes.apple.com/us/album/10-bullets/id983296210",73632,DJ Whoo Kid,136629,1,317,93,04/07/2015,10 Bullets,10,399104
saneatx01,"SANE ""Texas Legend"", King Sire, Missy Joy, RZO, Various Artists",Silver,sponsored,"*FREE DOWNLOADS* Full Release 5/5/13 10,000 downloads first week independently. ""So Made"" and ""Real"" will not be made available for retail sale. Get your FREE DOWNLOADS NOW!!!",73658,DJ Trapstar,10191,0,60,0,04/04/2013,City Of Currency,18,42899
Vizzlelicious,Vince Staples,Silver,sponsored,Vince Staples releases his highly-anticipated mixtape! http://hulkshare.com/iq8mvjmiu6xo,73817,,83455,1,354,97,01/01/2012,Shyne Coldchain Vol. 1,13,342010
TXLmixtapes6,Various Artists,Silver,,For all Hip Hop TXL inquires contact: TXLreview@gmail.com. Follow @HipHopTXL @DJReddyRell @TheDJIceberg. Full tracklist available at HipHopTXL.com.,73750,@DJReddyRell x @TheDJIceberg x @HipHopTXL,369150,0,555,88,02/03/2017,Hip Hop TXL Vol 89,64,656769
MrFeatured,Plies,Silver,sponsored,New mixtape from Plies hosted by DJ Scream,73876,DJ Scream,106500,1,352,89,12/23/2010,No Chaser,13,380602
flybeats09,Snoop Dogg,Silver,sponsored,Snoop Dogg & DJ Skee put together this compilation mixtape of new records Snoop put out or has been featured on in the past few months,73938,DJ Skee,94041,1,287,96,02/16/2011,Puff Puff Pass Tuesdays Mixtape Vol 1,19,332081
Da_ChiiNk,Shy Glizzy,Silver,sponsored,"New mixtape from Washington D.C. rapper Shy Glizzy ""Law 2"" with features from Doe B, Kevin Gates, Yo Gotti, Starlito, Migos and Ant Glizzy, also productions from Metro Boomin, Lil Lody, Izze The Producer, Rico Beats and more. Follow @ShyGlizzy",74166,,129474,1,208,90,08/01/2013,Law 2,14,381014
lilbaby,Lil Baby,Silver,sponsored,"Lil Baby presents ""Perfect Timing""",74299,,228915,1,614,86,04/14/2017,Perfect Timing,12,569478
hustlehearted,Kirko Bangz,Silver,sponsored,"New project from Kirko Bangz titled ""Back Flossin""",74385,,258146,1,864,84,08/26/2016,Back Flossin,11,509583
Currensy,Curren$y,Silver,exclusive,"Curren$y is back with a new 11 track project ""The Spring Collection"" featuring Roddy, Joey Bada$$ & more!",74449,JET LIFE,302127,1,1751,87,02/24/2018,The Spring Collection,12,659604
Omizzle,Red Cafe,Silver,exclusive,"New mixtape from Red Cafe ""American Psycho 2"" Hosted by DJ Whoo Kid",74467,,76607,1,95,88,02/17/2014,American Psycho 2,17,336455
stylesp,Styles P,Silver,sponsored,8 new songs from SP Da Ghost featuring Nino Man available now!,74516,,201822,1,1115,94,12/09/2017,Ghost Kill,8,427505
wizkhalifa,Wiz Khalifa,Silver,sponsored,"To celebrate the 7th anniversary of the CLASSIC ""Kush & OJ"" mixtape.  Wiz released a new 3 track EP to commemorate.",74527,,397972,1,1497,86,04/15/2017,Kush & OJ: 7 Year Anniversary (EP),3,802384
GucciFan22,Fredo Santana,Silver,sponsored,"New mixtape from Fredo Santana hosted by DJ Scream, DJ Bandz & DJ Lil Keem",74550,"DJ Scream, DJ Bandz & DJ Lil Keem",103102,1,277,92,07/31/2014,Walking Legend,14,341630
IAmMixtapes,Young Jeezy,Silver,,,74645,,165606,0,290,92,04/29/2011,Streets Still Watching,18,350229
Djmadgik,Various Artists,Silver,,,74724,DJ Madgik,264964,0,9,78,01/29/2008,Let's Talk It Over Vol.2,31,70661
iGotMixtapes24,Wiz Khalifa,Silver,,New Wiz Khalifa Mix.,74747,None,61190,0,68,94,04/13/2014,We Dem Boyz,30,311275
IAmMixtapes,Slim Thug,Silver,sponsored,"New mixtape from Slim Thug ""Houston"" Presented by Boss Hogg Outlaz",74834,Boss Hogg Outlawz,79959,1,209,95,12/22/2011,Houston,16,279182
IAmMixtapes,Miguel,Gold,sponsored,Miguel releases a FREE EP with a few tracks for his fans.,130659,,97950,1,180,96,02/28/2012,Art Dealer Chic Vol.1 EP,3,467185
txlseries2,Various Artists,Silver,,For all Hip Hop TXL inquires contact: TXLreview@gmail.com. Follow @HipHopTXL @DJReddyRell @TheDJIceberg. Full tracklist available at HipHopTXL.com.,74822,@DJReddyRell x @TheDJIceberg x @HipHopTXL,399209,0,714,81,08/26/2017,Hip Hop TXL Vol 94,73,828403
flybeats09,Waka Flocka,Gold,sponsored,New mixtape from Waka Flocka hosted by DJ Teknikz & Love Dinero,130849,DJ Teknikz & Love Dinero,214764,1,466,88,04/11/2011,Benjamin Flocka,20,542621
flybeats09,Curren$y & Young Roddy,Gold,sponsored,New free EP from Curren$y x Young Roddy,131156,,174498,1,644,95,12/24/2012,3 Piece Set: A Closed Session,3,598443
Rapfiend95,Lil Herb & Lil Bibby,Gold,,"These two Chiraq emcees (rhyme together a good amount of the time) started heating up in 2013 then announced their Welcome To Fazoland (Herb) and Free Crack (Bibby) mixtapes (OUT NOW!!), which were both to be quarterbacked by producer DJ L. But as fall came and went, no mixtapes arrived. Then winter passed — still nothing. Now we're kicking Rap scene's door down, and these two are finally putting the finishing touches on their proper debuts. 

But over the course of the past year, these two have continuously dropped solid material. A track here a video there — they've always stayed in the market — we just never got the mixtapes. Well, FSD joined forces with DJ L to put together this compilation, The Best Of Herb & Bibby: Heir Apparents, featuring all of their released heat in the same place at the same damn time. Some Mp3s weren't available, some links were dead, some were featured on other artists mixtapes — but the best of the best are all here.

Curious to know why the likes of Drake and Joey IE are tweeting about these two? Well, stream/download this refresher course below. Production is handled primarily by DJ L, but DJ Kenn and TVSH also show up to contribute. Lil Reese, Fredo Santana, Capo (GBE), King Louie, YP and Tink aid and assist on the feature tip. There are 30 heaters here plus 1 bonus instrumental for your listening pleasure. You can thank us later. -- @LilHerbie_Ebk @LilBibby_ @ThaKidDJL via @fakeshoredrive.",131079,FakeShoreDrive.com,332762,0,529,95,05/04/2013,The Best Of Lil Herb & Lil Bibby: Heir Apparents,31,795711
Digiwaxx,August Alsina,Gold,sponsored,"After months of viral videos, covers, and leaks, ‘The Product’ finally arrived for free download! 19-year old New Orleans native August Alsina released his DJ Scream-assisted debut mixtape, much to the delight of his Twitter and Facebook supporters. The Sunday, 4/15 release date is one of personal significance to August. It’s the birthday of his late brother who was gunned down in New Orleans in 2010. “Dedicated to my big brother. R.I.P. Melvin LaBranch III, 4.15.86 – 8.31.10”, appears on the mixtape’s back cover. The release is a fitting dedication to the brother who inspired August to leave the street life behind and make music his fulltime hustle.

Confirmed features on ‘The Product’ are Houston’s Trae Tha Truth, G.O.O.D. Music’s CyHi The Prynce, Atlanta’s own 2Win, and New Orleans female MC 3D Na’tee. August even managed to get the endorsement of New Orleans legend Juvenile, who appears on the tape to stamp young up and comer. Some early standout tracks from ‘The Product’ are the Hot Boyz/Drake cover “Ode to My Project Chicks” produced by The Exclusives, the anti-love song “Sucka”, produced by Sound Mob, and the D. Clax produced “Bad Muthaf*cka”.",131310,DJ Scream,142018,1,360,94,04/22/2012,The Product,15,549540
Bryson_Watson,A$AP Rocky,Gold,,Mixtape by A$AP Rocky                  A$APMob.com,131895,,124136,0,273,97,07/08/2011,Deep Purple,7,684232
PLIES,Plies,Gold,sponsored,"Part 2 of ""Aint No Mixtape Bih"" from Plies",132032,,458629,1,983,89,11/19/2015,Aint No Mixtape Bih 2,12,854233
iGotMixtapes24,Kendrick Lamar,Gold,,Unofficial Kendrick Lamar Compilation. Follow on twitter @KB24_over_MJ23,132814,N/A,247389,0,245,93,01/12/2012,Cartoon & Cereal (EP),13,842311
Obey2012,Gucci Mane,Gold,sponsored,"Gucci Mane drops a 10 track mixtape with Fetty Wap, PeeWee Longway, Lil Flash, Migos and RiFF RAFF listed as features",132884,,346398,1,588,88,05/20/2015,King Gucci,10,813881
flybeats09,Blac Youngsta,Gold,sponsored,,132930,CMG,558837,1,1287,83,09/08/2016,F*ck Everybody,15,930949
Guccimane,Gucci Mane & Migos,Gold,,"New album from Gucci Mane & Migos ""The Green Album""",133164,,209853,1,551,87,06/18/2014,The Green Album,10,784304
Gudda1,Gudda Gudda,Gold,exclusive,"New mixtape from YMCMB's Gudda Gudda ""Guddaville 3"" The 3rd installment to his popular ""Guddaville"" series. Hosted by DJ Ill Will & DJ Scoob Doo",133473,DJ iLL Will & DJ Scoob Doo,138111,1,351,88,11/07/2012,Guddaville 3,20,520345
camron,Cam'ron,Gold,sponsored,"New mixtape from Cam'ron ""The Program"" available now on DatPiff!",133725,,488199,1,2845,88,11/09/2017,The Program,15,1064646
ReddyRell,Various Artists,Gold,exclusive,Twitter: @HipHopTXL @DJReddyRell,133207,DJ Reddy Rell,128426,0,51,92,12/20/2013,Hip Hop TXL Vol 30,36,520196
AceHoodWTB,Ace Hood,Gold,exclusive,"Official New Ace Hood Mixtape!! HOtNewHipHop & Datpiff Exclusive!!!!

Follow Ace Hood on Twitter @TheRealAceHood",133759,,159227,1,372,95,10/13/2010,The Statement,18,585503
IAmMixtapes,Los,Gold,exclusive,"As Los fans make the anticipation felt for his upcoming all original tape The Crown Ain't Safe, Los decides to let loose some material to hold his fans over and remind them that it's Worth The Wait. This latest offering titled Worth The Wait consists of original records and covers that did not find its way to The Crown Ain't Safe. The Crown Ain’t Safe is coming later this summer…",133766,After Platinum,178947,1,594,97,07/18/2011,Worth The Wait,16,517583
aightrap101,2 Chainz,Gold,,Unofficial 2 chainz compilation,133884,Prosper J.,217686,0,191,92,06/30/2012,Chain Gang,19,743849
tpain,T-Pain,Gold,exclusive,"It's been 4 years since T-Pain dropped ""Revolver"", but he's gearing up for a comeback. With appearances from Lil Wayne, Bun B, Big K.R.I.T., T-Pizzle and DJ Drama are here to make it happen.",133989,DJ Drama & DJ Sense,295592,1,311,93,03/27/2015,The Iron Way,20,826835
flybeats09,Kanye West,Gold,sponsored,,134098,,237396,0,422,93,01/17/2011,Eyes Closed,17,741827
ReddyRell,Various Artists,Gold,exclusive,For all Hip Hop TXL inquires contact: TXLreview@gmail.com. Follow us on Twitter: @DJReddyRell @HipHopTXL @TheDJIceberg & Instagram: HipHopTXLdotcom,133955,"DJ Reddy Rell, DJ Iceberg & HipHopTXL.com",127118,0,49,86,04/30/2014,Hip Hop TXL Vol 39,49,529700
IAmMixtapes,Lloyd Banks,Gold,sponsored,Brand new mixtape from Lloyd Banks & Dj Whoo Kid,134269,DJ Whoo Kid,276572,1,795,95,12/28/2009,V.5,17,772895
flybeats09,Gucci Mane,Gold,exclusive,"New free album from Gucci Mane ""Trap House 5 (The Final Chapter)""",134287,,300223,1,429,91,04/06/2015,Trap House 5 (the Final Chapter),14,759218
IAmMixtapes,Casey Veggies,Gold,exclusive,"New mixtape from Casey Veggies ""Customized Greatly 3""",134590,,107582,1,303,95,04/09/2012,Customized Greatly 3,17,456973
gotinstrumental,Instrumentals,Gold,sponsored,Got Instrumentals Lex Luger Edition Hosted By Gotinstrumentals.com. Follow @gotinstrumental and @SmokedOutLuger. For Mixtape hosting email BeatsSubmissions@gmail.com,135064,gotinstrumentals.com,284391,0,238,91,06/07/2011,Got Instrumentals Lex Luger Edition,34,613917
Da_ChiiNk,Vince Staples & Larry Fisherman,Gold,sponsored,"West Coast emcee Vince Staples teams up with Larry Fisherman (aka Mac Miller) to create the ""Stolen Youth"" LP, which features ScHoolboy Q, Ab-Soul, Joey Fatts, Da$h, Hardo and Miller himself. Follow @vincestaples & @MacMiller",135451,,152800,1,579,98,06/21/2013,Stolen Youth LP,10,518185
flybeats09,Don Trip,Gold,exclusive,"New mixtape from Don Trip ""Help Is On The Way"" Follow @MrDonTrip @DatPiff",135501,,134443,1,446,95,10/31/2012,Help Is On The Way,16,535505
IAmMixtapes,Akon,Gold,exclusive,New mixtape from Akon hosted  by DJ Whoo Kid & Evil Empire. Follow @Akon @IAmEvilEmpire @DJWhooKid @DatPiff,136191,DJ Whoo Kid & Evil Empire,154699,1,353,88,06/29/2012,Konkrete Jungle,13,584934
chiefkeef,Chief Keef,Gold,,"Part 8 of Chief Keef's ""The Leek"" mixtape series available now on DatPiff!",136252,Glo Gang,69489,1,388,71,07/25/2019,The Leek Vol. 8,12,115805
flybeats09,K. Camp,Gold,sponsored,"New mixtape from K Camp ""You Welcome""",136693,,494084,1,583,90,11/11/2015,You Welcome,13,932958
MrFeatured,Juicy J,Gold,sponsored,New mixtape from Juicy J hosted by Trap-A-Holics & produced by Lex Luger,136474,Trap-A-Holics,184660,1,492,98,12/27/2010,Rubba Band Business,23,639105
bigkrit,Big K.R.I.T.,Gold,sponsored,New project from Big K.R.I.T. comprised of 12 new freestyles he released throughout the day today (7/5/16),136791,,507171,1,2354,92,07/06/2016,12 For 12,12,1002478
IAmMixtapes,Chip,Gold,exclusive,"New mixtape from T.I's artist CHIP ""London Boy"" Hosted by DJ Drama and Presented by Hustle Gang Ent",136877,DJ Drama,92756,1,257,95,12/26/2012,London Boy,20,429534
finkya,Chris Webby,Gold,sponsored,"For some artists it might take them months to put out new music, but that's not the case for Connecticut's own Chris Webby. Just 4 months after his debut mix-tape ""The White Noise LP"" hit datpiff.com he is now back with his second installment Teenage Mutant Ninja Rapper. If the title seems a little strange to you it's understandable, but one listen and you will realize that this kid means serious business. And it's free, so may as well download it. Pass the word on to a friend, Chris Webby is about to take over!",137519,,118157,1,560,96,09/18/2009,Teenage Mutant Ninja Rapper,14,475539
Share,Lil Boosie,Gold,sponsored,,136917,DJ Rell,398724,1,835,84,10/20/2007,Lil Boosie Bad Azz AKA Hollywood Hatchet,28,970204
Official50Cent,50 Cent,Gold,,"50 Cent ""Guess Who's Back?""",137601,,440572,1,1315,95,10/17/2009,Guess Who's Back?,18,1074960
Guccimane,Gucci Mane,Gold,sponsored,Stream the new album from Gucci now and be sure to download a copy exclusively on itunes ----> https://itunes.apple.com/us/albu0m/trap-house-4/id894840645,138180,1017,137249,1,253,93,07/04/2014,Trap House 4 ,19,534175
flybeats09,Chinx Drugz,Gold,exclusive,New mixtape from Chinx Drugz hosted by Evil Empire & Big Mike,138208,Evil Empire & Big Mike,201857,1,379,93,07/03/2012,Cocaine Riot 2,18,614659
Omizzle,Snoop Dogg,Gold,exclusive,"Snoop drops part 2 of his ""That's My Work"" series once again hosted by DJ Drama.  Features include Erik Sermon, Method Man & more!",138770,DJ Drama,168115,1,338,94,10/29/2013,That's My Work 2,18,673023
IAmMixtapes,Chris Webby,Gold,sponsored,"Chris Webby’s highly anticipated fourth mixtape The Underclassman is showing the world Webby is here to stay. One listen and you will realize that this kid means serious business. This mixtape showcases Webby’s heavy-hitting punchlines, impeccable flow, and creative metaphors. Whether looking for pure lyrcism or party jams this tape is sure to have something for every hip-hop fan.",139315,,146528,1,844,93,07/14/2010,The Underclassmen,18,482478
JuicyJ,Juicy J,Gold,exclusive,"New project from Juicy J ""Gas Face"" featuring Chris Brown, Lil Wayne, Quavo & more available now exclusively on DatPiff!",138987,,572245,1,2272,86,05/15/2017,Gas Face,10,1305035
yfnlucci,YFN Lucci,Gold,,,139397,,258221,1,879,85,06/21/2019,650Luc: Gangsta Grillz,17,313185
flybeats09,Funkmaster Flex,Gold,sponsored,"Funkmaster Flex releases a monster mixtape full of exclusives.  For better quality stream ONLY, please use and download Flex's app, here --> http://www.inflexwetrust.com/2013/04/17/get-the-dj-funk-flex-app-here/",139663,,165143,1,212,95,04/18/2013,Who You Mad At? Me Or Yourself?,56,816317
ReddyRell,Various Artists,Gold,exclusive,Hip Hop TXL presents @HipHopTXL Vol 18 hosted by @DJReddyRell. Vol 18 features the dopest tracks out (July 20 - Aug 1) & includes TXL Artist Premieres from PropaneLV x Tabius Tate x Ariginal Tha General x Ridiculous Rowe x C Stocks x Jay Jizzle x David Cash & Got Instrumentals. SUBMIT YOUR SONG to TXLreview@gmail.com for possible song placement.,139458,DJ Reddy Rell,170133,0,119,92,08/01/2013,Hip Hop TXL Vol 18,36,678329
IAmMixtapes,Game,Gold,sponsored,*UPDATED* (Disc 1 & 2) New mixtape from GAME hosted by DJ Skee & Funkmaster Flex,139917,DJ Skee & Funkmaster Flex,163312,1,822,97,01/24/2011,Purp & Patron (2 Disc),28,601453
Hustlehearted1,NBA Youngboy & Kevin Gates,Gold,sponsored,"NBA Youngboy has been through trails and tribulations his whole career. Dealong with criminal cases to the media shinning light to his personal life. Youngboy releases a project titled ""4 Respect"" Featuring non other than Baton Rouge's Kevin Gates and Savanna, Georgia's own Quando Rondo which recently signed to Never Broke Again Ent.",140370,,461164,1,1967,84,08/24/2018,4 Respect,4,1055953
OfficialSpitta,Curren$y,Gold,exclusive,"Spitta is back again with this new 7 track project ""Stoned on Ocean"" available now!",141424,JET Life,610527,1,2534,87,06/27/2016,Stoned On Ocean,7,1254883
IAmMixtapes,Berner,Gold,exclusive,"New mixtape from Taylor Gang affiliate Berner ""Urban Farmer."" With features from Taylor Gang's own Wiz Khalifa, Lola Monroe and Juicy J as well as Currensy, Styles P, Bei Maejor and more!",141785,,179993,1,468,92,10/02/2012,Urban Farmer,21,687107
nipseyhussle,Nipsey Hussle,Gold,exclusive,"New 5 track EP from Nipsey Hussle ""Famous Lies And Unpopular Truths"" available NOW exclusively on DatPiff! The EP features Rick Ross, Freeway & Cuzzy Capone.",141793,,490405,1,1851,92,11/14/2016,Famous Lies And Unpopular Truths,5,1048176
flybeats09,French Montana,Gold,exclusive,"French Montana and Cokeboys x Big Mike present ""NY On Top: Year Of The Underdog""",141913,Big Mike,156903,0,251,82,03/15/2012,NY On Top: Year Of The Underdog,21,640322
IAmMixtapes,Ty Dolla Sign (Ty$),Gold,sponsored,"New mixtape from Cali spitta Ty$ ""Beach House"" hosted by DJ Ill Will & DJ Mustard",142176,DJ Ill Will & DJ Mustard,185113,1,335,96,10/01/2012,Beach House,13,662559
flybeats09,Ace Hood,Gold,sponsored,"Ace Hood releases ""Body Bag 3"" mixtape. A collection of ""Beast Mix"" records from Ace over the last few months.",142303,We The Best,164780,1,298,95,08/29/2014,Body Bag 3,11,531936
Officiallevi,Lil Mouse,Bronze,sponsored,"New Mixtape From Lil Mouse - Mouse Trap, Presented DJ Victoriouz.#ChicagoStandUp",41989,DJ Victoriouz,46260,1,123,91,12/13/2012,Mouse Trap,16,195016
flybeats09,Cannible,Bronze,exclusive,"New mixtape from Cannible ""The Repast"" hosted by Don Cannon",42065,Don Cannon,16111,0,22,91,10/31/2012,The Repast,17,105652
Share,Nicki Minaj,Bronze,sponsored,,42077,"Big Mike, Dirty Money Records",131289,1,556,97,07/05/2007,Playtimes Over,20,434847
Omizzle,Soulja Boy,Bronze,exclusive,"New mixtape from Soulja Boy ""Life After Fame""",42218,,68041,1,237,66,07/30/2013,Life After Fame,19,262203
karlkani,Mo3,Bronze,sponsored,"New mixtape from Mo3 ""Shottaz 3.0"" featuring Moneybagg Yo available now!",42264,,143050,1,583,89,03/15/2018,Shottaz 3.0,21,335204
